all over the world	世界各地
be born	出生
pass away	去世
study	研究，调查
call	称呼
come true	实现
farming	务农
age	年龄
grow up	长大
work on	从事，致力于
difficult	困难的
develop	开发，研制
bamboo	竹子
silk	丝绸
dear	昂贵的
paper	纸
at first	起初
Hi, Bobby. I want to do the shopping for Mrs Pig.	
Can I go with you?	
Sure.	
How was school today?	
Great! Mrs Fox asked us to write about our heroes.	
Who do you want to write about?	
A famous scientist or inventor. They work hard and do great things.	
Thanks for doing the shopping for me every week.	
I'm happy to help.	
Because I have a good idea for my homework!	
Mum, look at this! You're my hero!	
Yuan Longping was a Chinese rice scientist. He was born in 1930 in Beijing. He passed away in 2021 in Changsha.	
He did a lot of studies on rice. People call him the father of hybrid rice.	
I have two dreams. I want to enjoy the cool under tall rice plants. I also want to see hybrid rice grow all over the world.	
Yuan liked farming at an early age. When he grew up, he studied farming. In 1964, he began to work on hybrid rice.	
His work was difficult, but he never stopped trying. Finally, he developed hybrid rice and helped many people.	
How/Who was ...? How did ...?	
Who was Yuan Longping?	
How did his dreams come true?	
eat - ate; give - gave; go - went; grow - grew; make - made; take - took; teach - taught	
How can you make your parents and grandparents happy?	
My grandparents held me when it was dark.	
When I cried, they dried my tears.	
ninth	第九
lunar month	农历，阴历
show	表示
love	爱，关爱
smartphone	智能手机
wish	祝愿
a long life	长寿
blow out	吹灭
candle	蜡烛
photo	照片
time flies	时光飞逝
kid	小孩
March	三月
April	四月
July	七月
August	八月
November	十一月
It is the Double Ninth Festival today.	
Do you know the Double Ninth Festival, Tina?	
Yes, it's a day for old people. It's on the ninth day of the ninth lunar month.	
What do people do on this day?	
They show love for their grandparents.	
We can cook noodles and make a card for Grandpa.	
Bobby, Tina and their parents go to see Grandpa in the afternoon.	
Happy Double Ninth Festival, Grandpa! We love you!	
Thank you! I love you too!	
My birthday is next Monday. I can't wait!	
Yesterday was 21st October. It was Grandma's 66th birthday. We went to my grandparents' house in the morning.	
My parents gave Grandma a nice smartphone. I drew a picture for her. We also brought a cake.	
Grandpa and Grandma were so happy to see us.	
We had a big lunch. We ate noodles and wished Grandma a long life. Then Grandma blew out the candles, and we ate the cake.	
In the afternoon, I chatted with Grandma. We also took a family photo together. We do this on Grandma's birthday every year. This is our 12th photo.	
Time flies! When I was a little kid, Grandpa and Grandma took care of me. Now I am a big boy. I can take care of them. I want to spend more time with them.	
first, second, third ...	
It's on the ninth day of the ninth lunar month.	
Yesterday was 21st October.	
It was Grandma's 66th birthday.	
1st first; 2nd second; 3rd third; 11th eleventh; 12th twelfth; 21st twenty-first	
How can you keep your city clean?	
Don't drop rubbish on the floor.	
Remember that there is a bin for you to put your rubbish in.	
rubbish bin	垃圾桶
ground	地面
skin	皮，壳
pick up	捡起
throw	扔
will	将，将要
fall	跌倒
go plogging	去拾荒慢跑
jogging	慢跑
at the same time	同时
gate	大门
on time	准时
cleaning	打扫
group	组
start	发起
Bobby and Tina are walking home.	
Our city is clean and beautiful. I like living here.	
Me too!	
Bobby throws a banana skin on the ground.	
I'm sorry. I'll pick it up.	
Billy falls on the ground.	
Are you OK, Billy?	
I'm sorry, Billy. Tina and I will walk you home.	
Have some bananas, children.	
Oh no ...	
What's your plan for the weekend, Su Hai?	
I'll go plogging with my family.	
Plogging? What's that?	
It's jogging and picking up rubbish at the same time.	
Good morning!	
Nice to see all of you!	
We all want to go plogging!	
Here are the rubbish bags.	
Look at all this rubbish!	
We did a great job!	
Let's go plogging again next weekend!	
All right!	
will in statements	
I'll go plogging this Saturday morning.	
We'll keep our city clean.	
He'll pick up rubbish.	
I will can be I'll. We will can be we'll. You will can be you'll. They will can be they'll.	
How can you live a green life?	
Animals and plants, land and sea. All these things are important to me.	
Being green is really cool!	
go green	践行绿色环保的生活方式
turn off	关掉
tap	水龙头
light	电灯
both	两个都
side	一面
eat up	吃完
project	项目
the Earth	地球
colour	为……着色
hour	小时
save	节省
electricity	电能
brush	刷净
tooth	牙齿
waste	浪费
vegetable	蔬菜
plastic	塑料的
Bobby, Sam and their friends are doing a project for Earth Day.	
The Earth is our home. What can we do to help it?	
Let's make a poster about it. Will you join me?	
OK!	
Why will you draw a rubbish bin, Billy?	
It's for Bobby's banana skins!	
Thanks. I'll write something on the poster.	
Help the Earth, please!	
Every year, people in many countries turn off their lights for an hour. Do you know this activity?	
Yes, it's Earth Hour. It tells people to save electricity.	
That's right. Earth Hour is on the last Saturday of March. It lasts from 8:30 to 9:30 in the evening.	
I'll save water. We should turn off the tap when we brush our teeth.	
I won't waste food. We should always eat up all our food.	
I'll save paper. We should use both sides of the paper.	
Wonderful! These small things will help our Mother Earth in a big way. Let's work together!	
will in questions	
Will you take part? Yes, I will.	
Will he take part? No, he won't.	
I won't waste food.	
will not can be won't.	
What can you do with old things?	
Old things can have a new life.	
glass	玻璃
bottle	瓶子
cardboard	硬纸板
box	盒，箱
be made of	用……做的
button	纽扣
happen	发生
hat	帽子
do with	处理
throw away	扔掉
recycling bin	废物回收箱
truck	卡车
make friends with	和……交朋友
recycling centre	回收中心
go to sleep	睡觉
sort	分类
recycle	回收利用
grey	灰色的
clever	聪明的
What did you make with your old things?	
Look at this toy fish. I made it with a plastic bag and some paper.	
What a big fish!	
I made this picture with old buttons.	
What a beautiful picture!	
Your turn, Bobby.	
Oh! What happened?	
I made this hat with a cardboard box. But it was rainy this morning.	
Hello! I'm a cardboard box. I got here in the morning. What will they do with me? Will they throw me away? Oh no!	
In the afternoon, they picked me up and put me in a recycling bin. Then I got on a truck.	
There I made friends with plastic cups, plastic bottles and glass bottles.	
The truck took us to a recycling centre. The workers there put us into different groups. Then I went into a machine.	
There I went to sleep. What a long sleep!	
Hello again! It's me! Now I'm in a library. Yes, I'm a book now! Children like me very much. How wonderful!	
Next time, I'll become ...	
What ...! How ...!	
What a long sleep! How wonderful!	
What interesting work!	
What beautiful flowers!	
How nice!	
How does technology change your life?	
I'm not very big. But I'm very smart.	
People use me every day to make their work and play.	
high-speed train	高速列车
e-book	电子书
meeting	会议
shop	商店
smart	智能的
win	获胜
surprise	意想不到的事
wrong	有问题的
change	变化；改变
life	生活
in the past	在过去
travel	行进
office	办公室
these days	如今
work from home	居家办公
pay	付钱
cash	现金
helper	帮手
fifty	五十
email	电子邮件
technology	科技
Two weeks ago, Bobby's parents bought a robot from a shop.	
Look at this robot! He's very smart!	
Cool! He can do many things!	
The robot cooked a big dinner. Bobby, Tina and their parents liked the food very much.	
It's delicious! What a smart robot!	
One day, Bobby, Tina and their parents went to the park. They came back late.	
I'm hungry. What's for dinner today?	
Our robot is cooking dinner for us. He'll give us a surprise.	
I can't wait!	
What happened? Where's our dinner?	
Hi, Grandpa and Grandma. I'm doing a project on life in the past and now. Can you tell me about the changes in your life?	
Sure. In the past, I wrote letters to my family and friends. Now I chat with them on the internet.	
And we spent a lot of time on the road then. Now high-speed trains travel very fast.	
Twenty years ago, I went to shops and paid in cash. Now I often shop online and pay on my smartphone.	
Oh no!	
Don't worry, Dad. We have a robot helper.	
I do ... I did ... review	
These days, I sometimes work from home and have online meetings.	
Now I often shop online and pay on my smartphone.	
In the past, I worked in an office.	
Twenty years ago, I went to shops and paid in cash.	
